1598843,52,-2147483648
1598750,52,-2147483648
1598781,52,-2147483648
1598815,52,-2147483648
1598788,52,67466
1598782,52,67466
1598720,52,67466
1596867,52,-2147483648
1596924,-2147483648,-2147483648
1596953,52,-2147483648
1596955,52,67466
1596986,-2147483648,67466
1597017,52,67466
1597048,52,67466
1597052,52,67466
1597045,52,67466
1597053,52,67466
1596983,52,-2147483648
1596991,52,-2147483648
1596800,-2147483648,67466
1596798,52,-2147483648
1596804,-2147483648,67466
1658339,54,-2147483648
1658334,-2147483648,-2147483648
1658331,54,67466
1658333,54,67466
1658332,54,-2147483648
1656412,54,67466
1656444,54,67466
1656418,54,67466
1656446,-2147483648,-2147483648
1656448,54,-2147483648
1656473,-2147483648,67466
1656480,54,67466
1656475,54,67466
1656477,54,-2147483648
1656504,54,67466
1656506,54,-2147483648
1656508,54,67466
1656510,54,-2147483648
1656535,54,-2147483648
1656539,54,67466
1656566,54,-2147483648
1656568,54,67466
1656570,54,-2147483648
1656572,-2147483648,67466
1656597,54,67466
1656599,54,-2147483648
1656601,54,67466
1656630,54,-2147483648
1656632,54,67466
1656634,54,-2147483648
1656659,54,67466
1656534,54,67466
1657438,54,-2147483648
1657434,54,67466
67466,48,-2147483648
848716428,48,-2147483648
-6415973,48,-2147483648
-529305501,48,-2147483648
1646024693,48,-2147483648
-72717308,48,-2147483648
1018007707,48,-2147483648
-1679977534,48,-2147483648
72797,48,-2147483648
-1125633694,48,-2147483648
1029345272,48,-2147483648
1766111076,48,-2147483648
-23158515,48,-2147483648
-136279040,48,-2147483648
1074336964,-2147483648,-2147483648
-658498659,48,-2147483648
-571010246,48,-2147483648
-587752788,-2147483648,-2147483648
413004360,-2147483648,-2147483648
-813358088,48,-2147483648
1910369551,48,-2147483648
-743952088,48,-2147483648
-1051682430,-2147483648,-2147483648
886110144,48,-2147483648
1923846000,48,-2147483648
-1483617615,48,-2147483648
-596113934,48,-2147483648
291389747,48,-2147483648
1178893428,48,-2147483648
2066397109,48,-2147483648
