startTimestamp,endTimestamp,location
"2019-04-22 13:35:42","2019-04-22 13:45:42",1300
"2019-04-22 13:35:43","2019-04-22 13:45:43",1100
"2019-04-22 13:35:44","2019-04-22 13:45:44",6011
"2019-04-22 13:35:46","2019-04-22 13:45:46",2204
"2019-04-22 13:35:47","2019-04-22 13:41:11",2224
"2019-04-22 13:35:50","2019-04-22 13:45:50",6011
"2019-04-22 13:36:00","2019-04-22 13:46:00",6011
"2019-04-22 13:36:03","2019-04-22 13:46:03",1429
"2019-04-22 13:36:06","2019-04-22 13:46:06",1100
"2019-04-22 13:36:10","2019-04-22 13:37:10",4209
"2019-04-22 13:36:12","2019-04-22 13:46:12",1412
"2019-04-22 13:36:17","2019-04-22 13:46:17",1100
"2019-04-22 13:36:19","2019-04-22 13:45:51",4019
"2019-04-22 13:36:22","2019-04-22 13:37:13",6011
"2019-04-22 13:36:23","2019-04-22 13:36:40",6011
"2019-04-22 13:36:25","2019-04-22 13:36:53",2202
"2019-04-22 13:36:30","2019-04-22 13:46:30",2202
"2019-04-22 13:36:32","2019-04-22 13:36:53",2051
"2019-04-22 13:36:34","2019-04-22 13:45:51",2084
"2019-04-22 13:36:36","2019-04-22 13:46:36",3209
"2019-04-22 13:36:40","2019-04-22 13:37:35",6011
"2019-04-22 13:36:45","2019-04-22 13:37:14",4019
"2019-04-22 13:36:49","2019-04-22 13:46:49",6011
"2019-04-22 13:36:51","2019-04-22 13:46:51",2204
"2019-04-22 13:36:52","2019-04-22 13:38:57",5026
"2019-04-22 13:36:53","2019-04-22 13:39:36",1429
"2019-04-22 13:36:56","2019-04-22 13:37:25",2051
"2019-04-22 13:36:58","2019-04-22 13:37:20",3209
"2019-04-22 13:37:04","2019-04-22 13:39:39",6011
"2019-04-22 13:37:09","2019-04-22 13:37:25",2202
"2019-04-22 13:37:10","2019-04-22 13:47:10",4209
"2019-04-22 13:37:12","2019-04-22 13:38:14",2204
"2019-04-22 13:37:13","2019-04-22 13:37:14",6011
"2019-04-22 13:37:14","2019-04-22 13:46:45",6011
"2019-04-22 13:37:15","2019-04-22 13:47:15",5062
"2019-04-22 13:37:17","2019-04-22 13:38:16",4019
"2019-04-22 13:37:18","2019-04-22 13:37:33",1427
"2019-04-22 13:37:19","2019-04-22 13:37:25",4051
"2019-04-22 13:37:20","2019-04-22 13:40:29",6011
"2019-04-22 13:37:21","2019-04-22 13:38:22",5026
"2019-04-22 13:37:25","2019-04-22 13:41:43",4059
"2019-04-22 13:37:26","2019-04-22 13:38:28",1100
"2019-04-22 13:37:27","2019-04-22 13:47:27",2051
"2019-04-22 13:37:28","2019-04-22 13:37:47",6011
"2019-04-22 13:37:33","2019-04-22 13:37:38",1412
"2019-04-22 13:37:35","2019-04-22 13:38:28",6011
"2019-04-22 13:37:38","2019-04-22 13:47:38",1422
"2019-04-22 13:37:39","2019-04-22 13:47:39",1100
"2019-04-22 13:37:40","2019-04-22 13:38:41",6082
"2019-04-22 13:37:42","2019-04-22 13:47:42",4209
"2019-04-22 13:37:45","2019-04-22 13:47:45",6011
"2019-04-22 13:37:47","2019-04-22 13:47:47",6011
"2019-04-22 13:37:53","2019-04-22 13:38:54",5026
"2019-04-22 13:37:56","2019-04-22 13:40:00",2202
"2019-04-22 13:38:02","2019-04-22 13:46:27",1431
"2019-04-22 13:38:03","2019-04-22 13:39:03",6011
"2019-04-22 13:38:09","2019-04-22 13:48:09",1429
"2019-04-22 13:38:12","2019-04-22 13:48:12",1300
"2019-04-22 13:38:14","2019-04-22 13:39:21",2204
"2019-04-22 13:38:16","2019-04-22 13:40:41",1433
"2019-04-22 13:38:22","2019-04-22 13:48:22",1300
"2019-04-22 13:38:24","2019-04-22 13:40:20",1429
"2019-04-22 13:38:26","2019-04-22 13:39:31",6011
"2019-04-22 13:38:28","2019-04-22 13:48:28",3019
"2019-04-22 13:38:32","2019-04-22 13:39:33",6082
"2019-04-22 13:38:35","2019-04-22 13:40:22",1412
"2019-04-22 13:38:37","2019-04-22 13:39:30",5054
"2019-04-22 13:38:39","2019-04-22 13:48:39",6011
"2019-04-22 13:38:41","2019-04-22 13:39:49",6082
"2019-04-22 13:38:43","2019-04-22 13:41:07",4019
"2019-04-22 13:38:45","2019-04-22 13:48:45",2202
"2019-04-22 13:38:48","2019-04-22 13:48:48",2076
"2019-04-22 13:38:53","2019-04-22 13:39:39",3019
"2019-04-22 13:38:54","2019-04-22 13:38:57",5026
"2019-04-22 13:38:55","2019-04-22 13:48:55",2202
"2019-04-22 13:38:56","2019-04-22 13:47:49",5062
"2019-04-22 13:38:57","2019-04-22 13:39:10",1300
"2019-04-22 13:38:58","2019-04-22 13:41:16",6011
"2019-04-22 13:38:59","2019-04-22 13:40:15",1300
"2019-04-22 13:39:03","2019-04-22 13:44:19",1412
"2019-04-22 13:39:05","2019-04-22 13:39:41",5029
"2019-04-22 13:39:06","2019-04-22 13:46:21",2084
"2019-04-22 13:39:07","2019-04-22 13:49:07",4051
"2019-04-22 13:39:09","2019-04-22 13:49:09",1300
"2019-04-22 13:39:10","2019-04-22 13:49:10",2051
"2019-04-22 13:39:21","2019-04-22 13:39:28",2204
"2019-04-22 13:39:28","2019-04-22 13:40:28",2204
"2019-04-22 13:39:30","2019-04-22 13:49:27",1422
"2019-04-22 13:39:31","2019-04-22 13:41:43",6011
"2019-04-22 13:39:32","2019-04-22 13:49:32",5026
"2019-04-22 13:39:33","2019-04-22 13:49:33",6011
"2019-04-22 13:39:36","2019-04-22 13:43:36",4019
"2019-04-22 13:39:37","2019-04-22 13:49:37",3209
"2019-04-22 13:39:39","2019-04-22 13:40:48",6011
"2019-04-22 13:39:41","2019-04-22 13:49:41",3059
"2019-04-22 13:39:42","2019-04-22 13:40:45",6049
"2019-04-22 13:39:47","2019-04-22 13:45:01",1300
"2019-04-22 13:39:48","2019-04-22 13:46:13",2202
"2019-04-22 13:39:49","2019-04-22 13:41:53",6082
"2019-04-22 13:39:51","2019-04-22 13:41:53",2202
"2019-04-22 13:39:54","2019-04-22 13:43:36",6011
"2019-04-22 13:39:56","2019-04-22 13:49:56",2051
"2019-04-22 13:39:57","2019-04-22 13:44:15",5224
"2019-04-22 13:40:00","2019-04-22 13:44:15",1429
"2019-04-22 13:40:05","2019-04-22 13:50:05",1429
"2019-04-22 13:40:09","2019-04-22 13:41:07",3051
"2019-04-22 13:40:12","2019-04-22 13:50:12",1100
"2019-04-22 13:40:14","2019-04-22 13:50:14",1433
"2019-04-22 13:40:15","2019-04-22 13:43:26",5026
"2019-04-22 13:40:17","2019-04-22 13:50:17",6011
"2019-04-22 13:40:20","2019-04-22 13:40:28",1429
"2019-04-22 13:40:22","2019-04-22 13:50:22",1422
"2019-04-22 13:40:28","2019-04-22 13:40:30",2204
"2019-04-22 13:40:29","2019-04-22 13:42:42",6011
"2019-04-22 13:40:30","2019-04-22 13:50:30",1429
"2019-04-22 13:40:32","2019-04-22 13:50:32",1427
"2019-04-22 13:40:34","2019-04-22 13:40:41",2202
"2019-04-22 13:40:41","2019-04-22 13:50:41",1433
"2019-04-22 13:40:45","2019-04-22 13:42:26",6011
"2019-04-22 13:40:47","2019-04-22 13:50:47",4019
"2019-04-22 13:40:48","2019-04-22 13:43:28",6011
"2019-04-22 13:40:51","2019-04-22 13:41:52",2051
"2019-04-22 13:40:54","2019-04-22 13:50:54",1433
"2019-04-22 13:40:55","2019-04-22 13:48:44",6011
"2019-04-22 13:40:57","2019-04-22 13:42:20",2204
"2019-04-22 13:40:59","2019-04-22 13:41:02",6011
"2019-04-22 13:41:02","2019-04-22 13:42:03",6011
"2019-04-22 13:41:03","2019-04-22 13:51:03",1429
"2019-04-22 13:41:06","2019-04-22 13:51:06",1429
"2019-04-22 13:41:07","2019-04-22 13:41:11",5026
"2019-04-22 13:41:08","2019-04-22 13:51:08",6082
"2019-04-22 13:41:11","2019-04-22 13:51:11",2224
"2019-04-22 13:41:16","2019-04-22 13:51:16",1433
"2019-04-22 13:41:19","2019-04-22 13:42:57",6011
"2019-04-22 13:41:24","2019-04-22 13:41:28",2224
"2019-04-22 13:41:26","2019-04-22 13:51:26",6082
"2019-04-22 13:41:28","2019-04-22 13:41:43",2202
"2019-04-22 13:41:35","2019-04-22 13:49:34",6011
"2019-04-22 13:41:39","2019-04-22 13:51:39",3209
"2019-04-22 13:41:43","2019-04-22 13:51:43",1429
"2019-04-22 13:41:50","2019-04-22 13:41:51",6011
"2019-04-22 13:41:51","2019-04-22 13:44:15",6011
"2019-04-22 13:41:52","2019-04-22 13:51:52",6011
"2019-04-22 13:41:53","2019-04-22 13:41:56",6082
"2019-04-22 13:41:56","2019-04-22 13:46:09",6082
"2019-04-22 13:42:02","2019-04-22 13:52:02",4209
"2019-04-22 13:42:03","2019-04-22 13:42:07",6011
"2019-04-22 13:42:05","2019-04-22 13:44:05",1431
"2019-04-22 13:42:06","2019-04-22 13:52:06",1300
"2019-04-22 13:42:07","2019-04-22 13:45:20",6011
"2019-04-22 13:42:11","2019-04-22 13:42:53",5026
"2019-04-22 13:42:13","2019-04-22 13:42:48",2202
"2019-04-22 13:42:15","2019-04-22 13:42:37",3019
"2019-04-22 13:42:17","2019-04-22 13:52:17",6011
"2019-04-22 13:42:20","2019-04-22 13:44:31",2204
"2019-04-22 13:42:22","2019-04-22 13:52:22",1425
"2019-04-22 13:42:26","2019-04-22 13:42:37",6011
"2019-04-22 13:42:31","2019-04-22 13:52:31",1300
"2019-04-22 13:42:37","2019-04-22 13:43:30",6011
"2019-04-22 13:42:42","2019-04-22 13:45:56",6011
"2019-04-22 13:42:45","2019-04-22 13:47:09",6011
"2019-04-22 13:42:48","2019-04-22 13:45:45",6082
"2019-04-22 13:42:49","2019-04-22 13:52:49",6011
"2019-04-22 13:42:51","2019-04-22 13:43:52",4019
"2019-04-22 13:42:53","2019-04-22 13:46:02",2051
"2019-04-22 13:42:57","2019-04-22 13:49:48",6011
"2019-04-22 13:43:15","2019-04-22 13:51:16",6011
"2019-04-22 13:43:26","2019-04-22 13:53:26",2224
"2019-04-22 13:43:28","2019-04-22 13:49:24",5204
"2019-04-22 13:43:30","2019-04-22 13:53:30",1429
"2019-04-22 13:43:36","2019-04-22 13:53:36",2224
"2019-04-22 13:43:39","2019-04-22 13:53:39",2051
"2019-04-22 13:43:40","2019-04-22 13:45:57",2204
"2019-04-22 13:43:44","2019-04-22 13:53:44",1427
"2019-04-22 13:43:45","2019-04-22 13:44:04",5026
"2019-04-22 13:43:50","2019-04-22 13:48:51",2076
"2019-04-22 13:43:52","2019-04-22 13:53:52",1431
"2019-04-22 13:44:02","2019-04-22 13:48:15",6049
"2019-04-22 13:44:04","2019-04-22 13:44:06",4209
"2019-04-22 13:44:05","2019-04-22 13:54:05",1431
"2019-04-22 13:44:06","2019-04-22 13:54:06",4209
"2019-04-22 13:44:12","2019-04-22 13:54:12",1429
"2019-04-22 13:44:15","2019-04-22 13:51:58",1412
"2019-04-22 13:44:17","2019-04-22 13:48:56",3019
"2019-04-22 13:44:19","2019-04-22 13:54:19",2051
"2019-04-22 13:44:20","2019-04-22 13:54:20",1422
"2019-04-22 13:44:25","2019-04-22 13:46:20",4019
"2019-04-22 13:44:26","2019-04-22 13:54:26",3019
"2019-04-22 13:44:31","2019-04-22 13:45:47",1429
"2019-04-22 13:44:32","2019-04-22 13:54:32",1429
"2019-04-22 13:44:33","2019-04-22 13:44:43",5062
"2019-04-22 13:44:38","2019-04-22 13:54:38",1100
"2019-04-22 13:44:41","2019-04-22 13:49:21",2204
"2019-04-22 13:44:43","2019-04-22 13:45:26",2202
"2019-04-22 13:44:47","2019-04-22 13:54:47",1300
"2019-04-22 13:44:48","2019-04-22 13:49:47",2084
"2019-04-22 13:44:49","2019-04-22 13:44:59",1100
"2019-04-22 13:44:54","2019-04-22 13:54:54",6011
"2019-04-22 13:44:57","2019-04-22 13:45:59",6082
"2019-04-22 13:44:59","2019-04-22 13:54:59",1100
"2019-04-22 13:45:01","2019-04-22 13:45:54",4209
"2019-04-22 13:45:07","2019-04-22 13:45:29",6082
"2019-04-22 13:45:20","2019-04-22 13:46:21",6011
"2019-04-22 13:45:21","2019-04-22 13:49:01",6082
"2019-04-22 13:45:22","2019-04-22 13:46:35",3019
"2019-04-22 13:45:23","2019-04-22 13:55:23",2224
"2019-04-22 13:45:24","2019-04-22 13:55:24",1429
"2019-04-22 13:45:26","2019-04-22 13:53:42",1300
"2019-04-22 13:45:29","2019-04-22 13:55:29",1429
"2019-04-22 13:45:45","2019-04-22 13:46:24",5082
"2019-04-22 13:45:47","2019-04-22 13:55:47",1412
"2019-04-22 13:45:49","2019-04-22 13:46:20",2204
"2019-04-22 13:45:51","2019-04-22 13:51:36",2084
"2019-04-22 13:45:53","2019-04-22 13:55:53",1100
"2019-04-22 13:45:54","2019-04-22 13:46:55",4209
"2019-04-22 13:45:56","2019-04-22 13:50:13",6011
"2019-04-22 13:45:57","2019-04-22 13:55:57",2204
"2019-04-22 13:45:59","2019-04-22 13:46:02",6082
"2019-04-22 13:46:02","2019-04-22 13:48:06",6082
"2019-04-22 13:46:04","2019-04-22 13:55:14",5026
"2019-04-22 13:46:06","2019-04-22 13:56:06",1100
"2019-04-22 13:46:07","2019-04-22 13:56:07",6011
"2019-04-22 13:46:09","2019-04-22 13:48:20",6082
"2019-04-22 13:46:10","2019-04-22 13:51:48",5054
"2019-04-22 13:46:13","2019-04-22 13:50:22",2224
"2019-04-22 13:46:14","2019-04-22 13:46:21",2051
"2019-04-22 13:46:18","2019-04-22 13:46:23",1429
"2019-04-22 13:46:20","2019-04-22 13:47:15",4019
"2019-04-22 13:46:21","2019-04-22 13:46:24",6011
"2019-04-22 13:46:23","2019-04-22 13:56:23",1429
"2019-04-22 13:46:24","2019-04-22 13:56:24",2224
"2019-04-22 13:46:27","2019-04-22 13:56:27",1433
"2019-04-22 13:46:28","2019-04-22 13:51:55",6011
"2019-04-22 13:46:35","2019-04-22 13:56:35",1433
"2019-04-22 13:46:38","2019-04-22 13:49:03",4019
"2019-04-22 13:46:45","2019-04-22 13:56:45",1100
"2019-04-22 13:46:46","2019-04-22 13:52:44",1300
"2019-04-22 13:46:47","2019-04-22 13:56:47",5224
"2019-04-22 13:46:48","2019-04-22 13:56:48",2051
"2019-04-22 13:46:51","2019-04-22 13:56:51",6011
"2019-04-22 13:46:52","2019-04-22 13:56:52",3019
"2019-04-22 13:46:54","2019-04-22 13:51:12",4209
"2019-04-22 13:46:55","2019-04-22 13:48:27",6011
"2019-04-22 13:46:56","2019-04-22 13:56:56",4019
"2019-04-22 13:47:00","2019-04-22 13:55:13",2202
"2019-04-22 13:47:02","2019-04-22 13:53:29",1300
"2019-04-22 13:47:07","2019-04-22 13:57:07",1412
"2019-04-22 13:47:08","2019-04-22 13:57:08",2204
"2019-04-22 13:47:09","2019-04-22 13:51:53",6011
"2019-04-22 13:47:10","2019-04-22 13:57:10",1100
"2019-04-22 13:47:15","2019-04-22 13:49:58",4209
"2019-04-22 13:47:17","2019-04-22 13:49:39",4019
"2019-04-22 13:47:19","2019-04-22 13:47:33",2051
"2019-04-22 13:47:22","2019-04-22 13:57:22",4209
"2019-04-22 13:47:24","2019-04-22 13:50:38",1100
"2019-04-22 13:47:27","2019-04-22 13:49:38",3059
"2019-04-22 13:47:29","2019-04-22 13:57:29",6011
"2019-04-22 13:47:33","2019-04-22 13:48:46",2051
"2019-04-22 13:47:35","2019-04-22 13:49:45",5026
"2019-04-22 13:47:36","2019-04-22 13:47:46",3019
"2019-04-22 13:47:41","2019-04-22 13:47:46",2204
"2019-04-22 13:47:42","2019-04-22 13:57:42",3209
"2019-04-22 13:47:44","2019-04-22 13:57:44",3019
"2019-04-22 13:47:46","2019-04-22 13:53:50",1429
"2019-04-22 13:47:49","2019-04-22 13:53:17",1412
"2019-04-22 13:47:52","2019-04-22 13:57:52",1429
"2019-04-22 13:47:55","2019-04-22 13:57:55",6011
"2019-04-22 13:47:56","2019-04-22 13:53:34",5026
"2019-04-22 13:47:58","2019-04-22 13:57:58",3019
"2019-04-22 13:48:00","2019-04-22 13:58:00",1100
"2019-04-22 13:48:06","2019-04-22 13:58:06",1429
"2019-04-22 13:48:07","2019-04-22 13:48:49",5026
"2019-04-22 13:48:11","2019-04-22 13:56:06",3209
"2019-04-22 13:48:12","2019-04-22 13:58:12",3059
"2019-04-22 13:48:14","2019-04-22 13:58:14",1100
"2019-04-22 13:48:15","2019-04-22 13:50:26",6049
"2019-04-22 13:48:16","2019-04-22 13:58:16",1100
"2019-04-22 13:48:20","2019-04-22 13:49:21",6082
"2019-04-22 13:48:26","2019-04-22 13:48:42",1427
"2019-04-22 13:48:27","2019-04-22 13:58:27",1412
"2019-04-22 13:48:30","2019-04-22 13:58:30",1429
"2019-04-22 13:48:32","2019-04-22 13:58:32",1429
"2019-04-22 13:48:34","2019-04-22 13:48:55",4059
"2019-04-22 13:48:41","2019-04-22 13:55:13",5026
"2019-04-22 13:48:42","2019-04-22 13:48:46",2202
"2019-04-22 13:48:43","2019-04-22 13:48:56",2051
"2019-04-22 13:48:44","2019-04-22 13:58:44",1422
"2019-04-22 13:48:45","2019-04-22 13:58:45",2202
"2019-04-22 13:48:46","2019-04-22 13:53:00",2202
"2019-04-22 13:48:47","2019-04-22 13:58:47",1412
"2019-04-22 13:48:49","2019-04-22 13:50:53",2204
"2019-04-22 13:48:51","2019-04-22 13:49:58",5026
"2019-04-22 13:48:52","2019-04-22 13:50:12",6011
"2019-04-22 13:48:55","2019-04-22 13:49:08",4059
"2019-04-22 13:48:56","2019-04-22 13:54:27",1300
"2019-04-22 13:48:58","2019-04-22 13:58:58",4059
"2019-04-22 13:49:01","2019-04-22 13:55:23",1300
"2019-04-22 13:49:02","2019-04-22 13:57:44",5054
"2019-04-22 13:49:03","2019-04-22 13:51:53",4019
"2019-04-22 13:49:04","2019-04-22 13:59:04",4209
"2019-04-22 13:49:05","2019-04-22 13:55:08",1100
"2019-04-22 13:49:08","2019-04-22 13:49:38",4059
"2019-04-22 13:49:10","2019-04-22 13:59:10",2202
"2019-04-22 13:49:15","2019-04-22 13:59:15",5026
"2019-04-22 13:49:18","2019-04-22 13:59:18",4051
"2019-04-22 13:49:21","2019-04-22 13:49:56",5204
"2019-04-22 13:49:22","2019-04-22 13:59:22",2204
"2019-04-22 13:49:24","2019-04-22 13:53:50",2204
"2019-04-22 13:49:26","2019-04-22 13:59:26",4209
"2019-04-22 13:49:27","2019-04-22 13:56:01",2051
"2019-04-22 13:49:29","2019-04-22 13:59:29",1100
"2019-04-22 13:49:32","2019-04-22 13:53:55",2051
"2019-04-22 13:49:33","2019-04-22 13:50:41",6011
"2019-04-22 13:49:34","2019-04-22 13:51:39",6011
"2019-04-22 13:49:37","2019-04-22 13:51:01",1412
"2019-04-22 13:49:38","2019-04-22 13:59:38",6011
"2019-04-22 13:49:39","2019-04-22 13:59:39",1100
"2019-04-22 13:49:45","2019-04-22 13:51:54",5026
"2019-04-22 13:49:46","2019-04-22 13:59:46",2084
"2019-04-22 13:49:47","2019-04-22 13:50:17",1425
"2019-04-22 13:49:48","2019-04-22 13:54:00",6011
"2019-04-22 13:49:51","2019-04-22 13:59:51",2202
"2019-04-22 13:49:52","2019-04-22 13:55:22",1100
