14,4,-2147483648,12,1,73601,-2147483648,1,-2147483648,5
-2147483648,,4,-2147483648,3,1,73602,-2147483648,1,-2147483648,-2147483648
14,4,1,35,1,73603,2,2,-2147483648,-2147483648
10,2,6,69,2,73604,-2147483648,1,-2147483648,-2147483648
15,4,-2147483648,13,1,73605,-2147483648,1,-2147483648,6
14,5,-2147483648,16,1,73606,-2147483648,1,-2147483648,10
4,2,1,75,1,73607,-2147483648,1,-2147483648,-2147483648
3,4,-2147483648,3,1,73608,-2147483648,1,-2147483648,-2147483648
6,5,-2147483648,11,2,73609,-2147483648,1,-2147483648,6
10,6,1,43,1,73610,-2147483648,1,-2147483648,-2147483648
5,7,-2147483648,3,2,73611,-2147483648,1,-2147483648,-2147483648
7,7,-2147483648,6,2,73612,-2147483648,1,-2147483648,0
15,6,1,60,2,73613,-2147483648,1,-2147483648,-2147483648
5,2,2,55,2,73614,9,1,-2147483648,-2147483648
3,1,2,65,2,73615,8,1,-2147483648,-2147483648
15,2,1,62,2,73616,-2147483648,1,-2147483648,-2147483648
4,6,-2147483648,6,1,73617,2,1,-2147483648,1
13,4,1,54,2,73618,-2147483648,1,-2147483648,-2147483648
3,2,3,36,2,73619,5,2,-2147483648,-2147483648
15,4,-2147483648,3,2,73620,-2147483648,1,-2147483648,-2147483648
14,2,1,80,1,73621,-2147483648,1,-2147483648,-2147483648
14,2,1,72,1,73622,-2147483648,1,-2147483648,-2147483648
14,4,1,32,1,73623,-2147483648,1,-2147483648,-2147483648
4,6,6,31,2,73624,-2147483648,1,-2147483648,-2147483648
77,5,-2147483648,13,1,73625,-2147483648,1,-2147483648,7
4,4,1,72,2,73626,-2147483648,1,-2147483648,-2147483648
15,5,-2147483648,0,1,73627,-2147483648,1,0,-2147483648
7,1,2,80,1,73628,-2147483648,1,-2147483648,-2147483648
14,5,5,26,2,73629,-2147483648,1,-2147483648,-2147483648
15,4,-2147483648,13,1,73630,-2147483648,1,-2147483648,7
2,1,3,56,2,73631,-2147483648,1,-2147483648,-2147483648
7,2,1,23,1,73632,3,2,-2147483648,-2147483648
14,4,1,43,2,73633,-2147483648,1,-2147483648,-2147483648
6,3,2,65,1,73634,-2147483648,1,-2147483648,-2147483648
15,4,-2147483648,4,2,73635,-2147483648,1,-2147483648,-2147483648
14,4,-2147483648,1,2,73636,-2147483648,1,23,-2147483648
2,5,-2147483648,2,2,73637,-2147483648,1,-2147483648,-2147483648
6,1,2,63,2,73638,-2147483648,1,-2147483648,-2147483648
7,5,1,71,1,73639,-2147483648,1,-2147483648,-2147483648
6,1,3,67,2,73640,-2147483648,1,-2147483648,-2147483648
2,1,3,64,2,73641,-2147483648,1,-2147483648,-2147483648
8,3,1,57,2,73642,-2147483648,1,-2147483648,-2147483648
1,2,1,62,1,73643,7,1,-2147483648,-2147483648
7,6,-2147483648,8,1,73644,-2147483648,1,-2147483648,2
15,6,1,54,2,73645,-2147483648,1,-2147483648,-2147483648
15,4,-2147483648,4,1,73646,-2147483648,1,-2147483648,-2147483648
10,3,1,61,2,73647,-2147483648,1,-2147483648,-2147483648
15,4,-2147483648,16,2,73648,-2147483648,1,-2147483648,11
2,5,-2147483648,3,1,73649,-2147483648,1,-2147483648,-2147483648
10,6,-2147483648,6,1,73650,-2147483648,1,-2147483648,0
9,4,-2147483648,6,2,73651,-2147483648,1,-2147483648,0
9,2,1,54,2,73652,-2147483648,1,-2147483648,-2147483648
3,6,-2147483648,10,2,73653,-2147483648,1,-2147483648,4
4,3,5,46,1,73654,-2147483648,1,-2147483648,-2147483648
8,5,1,44,1,73655,-2147483648,1,-2147483648,-2147483648
15,4,1,54,1,73656,-2147483648,1,-2147483648,-2147483648
7,5,-2147483648,19,2,73657,-2147483648,1,-2147483648,11
15,3,1,35,1,73658,-2147483648,1,-2147483648,-2147483648
6,2,2,70,2,73659,-2147483648,1,-2147483648,-2147483648
7,3,1,59,1,73660,3,2,-2147483648,-2147483648
7,3,5,25,1,73661,99,1,-2147483648,-2147483648
3,4,5,39,1,73662,-2147483648,1,-2147483648,-2147483648
15,2,5,25,1,73663,-2147483648,1,-2147483648,-2147483648
14,4,-2147483648,5,2,73664,-2147483648,1,-2147483648,-2147483648
1,2,4,59,1,73665,77,2,-2147483648,-2147483648
9,2,1,70,1,73666,-2147483648,1,-2147483648,-2147483648
4,5,6,24,1,73667,-2147483648,1,-2147483648,-2147483648
8,7,5,30,2,73668,-2147483648,1,-2147483648,-2147483648
5,4,-2147483648,4,1,73669,-2147483648,1,-2147483648,-2147483648
3,1,2,71,2,73670,9,2,-2147483648,-2147483648
3,1,5,49,1,73671,-2147483648,1,-2147483648,-2147483648
14,2,1,73,1,73672,-2147483648,1,-2147483648,-2147483648
15,4,1,45,1,73673,-2147483648,1,-2147483648,-2147483648
12,5,1,45,2,73674,7,1,-2147483648,-2147483648
4,3,1,29,1,73675,3,2,-2147483648,-2147483648
10,4,1,44,1,73676,-2147483648,1,-2147483648,-2147483648
15,2,1,61,2,73677,-2147483648,1,-2147483648,-2147483648
6,5,1,51,1,73678,-2147483648,1,-2147483648,-2147483648
7,5,-2147483648,1,2,73679,-2147483648,1,23,-2147483648
8,3,-2147483648,12,1,73680,-2147483648,1,-2147483648,7
6,5,-2147483648,9,2,73681,-2147483648,1,-2147483648,3
2,3,-2147483648,3,2,73682,-2147483648,1,-2147483648,-2147483648
8,4,-2147483648,2,2,73683,-2147483648,1,-2147483648,-2147483648
15,2,1,64,1,73684,7,1,-2147483648,-2147483648
6,4,-2147483648,0,2,73685,-2147483648,1,1,-2147483648
5,6,-2147483648,7,2,73686,-2147483648,1,-2147483648,1
4,4,-2147483648,8,1,73687,-2147483648,1,-2147483648,1
10,2,1,58,1,73688,-2147483648,1,-2147483648,-2147483648
15,3,1,54,1,73689,-2147483648,1,-2147483648,-2147483648
8,2,1,77,2,73690,-2147483648,1,-2147483648,-2147483648
8,6,-2147483648,14,1,73691,-2147483648,1,-2147483648,7
6,2,1,65,1,73692,6,2,-2147483648,-2147483648
2,1,3,78,2,73693,-2147483648,1,-2147483648,-2147483648
10,2,1,66,2,73694,-2147483648,1,-2147483648,-2147483648
9,2,1,79,2,73695,-2147483648,1,-2147483648,-2147483648
99,3,-2147483648,8,2,73696,-2147483648,1,-2147483648,1
8,2,1,57,2,73697,-2147483648,1,-2147483648,-2147483648
9,2,6,23,1,73698,-2147483648,1,-2147483648,-2147483648
-2147483648,,2,5,20,1,73699,-2147483648,1,-2147483648,-2147483648
3,4,-2147483648,0,1,73700,-2147483648,1,10,-2147483648
15,4,1,47,1,73701,4,2,-2147483648,-2147483648
9,2,1,48,2,73702,-2147483648,1,-2147483648,-2147483648
77,4,1,38,2,73703,5,1,-2147483648,-2147483648
7,7,-2147483648,8,2,73704,-2147483648,1,-2147483648,2
15,4,-2147483648,10,1,73705,-2147483648,1,-2147483648,4
6,4,1,54,1,73706,-2147483648,1,-2147483648,-2147483648
77,2,5,45,1,73707,-2147483648,1,-2147483648,-2147483648
15,4,1,69,1,73708,-2147483648,1,-2147483648,-2147483648
6,2,1,64,1,73709,-2147483648,1,-2147483648,-2147483648
4,6,-2147483648,2,1,73710,-2147483648,1,-2147483648,-2147483648
4,7,-2147483648,5,1,73711,-2147483648,1,-2147483648,-2147483648
15,4,-2147483648,18,1,73712,-2147483648,1,-2147483648,15
99,5,-2147483648,3,1,73713,-2147483648,1,-2147483648,-2147483648
15,3,1,29,2,73714,-2147483648,1,-2147483648,-2147483648
9,3,1,38,2,73715,-2147483648,1,-2147483648,-2147483648
8,1,5,25,1,73716,-2147483648,1,-2147483648,-2147483648
7,3,2,78,1,73717,-2147483648,1,-2147483648,-2147483648
5,3,1,53,1,73718,-2147483648,1,-2147483648,-2147483648
6,7,-2147483648,11,2,73719,-2147483648,1,-2147483648,6
9,3,1,48,1,73720,-2147483648,1,-2147483648,-2147483648
6,1,3,80,2,73721,-2147483648,1,-2147483648,-2147483648
7,1,2,80,2,73722,-2147483648,1,-2147483648,-2147483648
15,2,1,77,1,73723,-2147483648,1,-2147483648,-2147483648
-2147483648,,2,5,26,1,73724,-2147483648,1,-2147483648,-2147483648
8,2,2,80,2,73725,-2147483648,1,-2147483648,-2147483648
8,7,3,67,2,73726,-2147483648,1,-2147483648,-2147483648
2,3,-2147483648,3,2,73727,-2147483648,1,-2147483648,-2147483648
15,6,-2147483648,16,1,73728,-2147483648,1,-2147483648,9
9,4,1,46,1,73729,-2147483648,1,-2147483648,-2147483648
6,3,5,48,1,73730,-2147483648,1,-2147483648,-2147483648
15,4,-2147483648,12,1,73731,-2147483648,1,-2147483648,6
8,2,1,80,1,73732,9,1,-2147483648,-2147483648
12,5,5,23,2,73733,-2147483648,1,-2147483648,-2147483648
1,3,-2147483648,5,2,73734,-2147483648,1,-2147483648,-2147483648
1,3,5,29,2,73735,99,1,-2147483648,-2147483648
77,3,5,55,1,73736,-2147483648,1,-2147483648,-2147483648
10,6,1,30,2,73737,-2147483648,1,-2147483648,-2147483648
15,4,5,29,1,73738,-2147483648,1,-2147483648,-2147483648
6,3,6,46,2,73739,-2147483648,1,-2147483648,-2147483648
9,4,1,57,2,73740,6,2,-2147483648,-2147483648
12,5,1,47,2,73741,6,2,-2147483648,-2147483648
7,5,-2147483648,11,2,73742,-2147483648,1,-2147483648,4
13,4,-2147483648,0,1,73743,-2147483648,1,11,-2147483648
4,5,-2147483648,0,2,73744,-2147483648,1,9,-2147483648
3,4,-2147483648,7,1,73745,-2147483648,1,-2147483648,0
3,1,2,64,2,73746,-2147483648,1,-2147483648,-2147483648
14,2,1,80,2,73747,-2147483648,1,-2147483648,-2147483648
8,7,-2147483648,0,1,73748,-2147483648,1,10,-2147483648
77,2,5,29,1,73749,-2147483648,1,-2147483648,-2147483648
7,5,-2147483648,9,1,73750,3,1,-2147483648,3
3,2,4,61,2,73751,-2147483648,1,-2147483648,-2147483648
9,5,-2147483648,8,2,73752,-2147483648,1,-2147483648,4
8,4,-2147483648,11,2,73753,-2147483648,1,-2147483648,5
4,3,-2147483648,15,1,73754,-2147483648,1,-2147483648,8
7,2,2,75,1,73755,-2147483648,1,-2147483648,-2147483648
77,4,1,56,1,73756,-2147483648,1,-2147483648,-2147483648
14,2,5,29,2,73757,-2147483648,1,-2147483648,-2147483648
15,7,-2147483648,15,2,73758,-2147483648,1,-2147483648,8
7,4,-2147483648,9,2,73759,-2147483648,1,-2147483648,3
5,2,3,64,1,73760,-2147483648,1,-2147483648,-2147483648
3,5,-2147483648,17,1,73761,-2147483648,1,-2147483648,11
10,6,-2147483648,3,1,73762,-2147483648,1,-2147483648,-2147483648
1,6,1,31,2,73763,-2147483648,1,-2147483648,-2147483648
10,5,-2147483648,13,1,73764,-2147483648,1,-2147483648,7
3,3,1,54,1,73765,-2147483648,1,-2147483648,-2147483648
5,1,3,75,2,73766,-2147483648,1,-2147483648,-2147483648
15,4,1,35,2,73767,3,2,-2147483648,-2147483648
14,4,-2147483648,4,2,73768,-2147483648,1,-2147483648,-2147483648
77,1,3,42,1,73769,-2147483648,-2147483648,-2147483648,-2147483648
14,2,1,50,2,73770,-2147483648,1,-2147483648,-2147483648
6,5,-2147483648,0,1,73771,-2147483648,1,3,-2147483648
15,4,5,21,2,73772,-2147483648,1,-2147483648,-2147483648
15,5,1,39,2,73773,-2147483648,1,-2147483648,-2147483648
99,2,2,80,2,73774,-2147483648,1,-2147483648,-2147483648
3,5,-2147483648,14,2,73775,-2147483648,1,-2147483648,6
5,7,-2147483648,19,2,73776,1,2,-2147483648,9
5,4,-2147483648,5,1,73777,-2147483648,1,-2147483648,-2147483648
5,1,1,62,1,73778,8,2,-2147483648,-2147483648
1,1,3,62,1,73779,-2147483648,1,-2147483648,-2147483648
77,2,1,78,1,73780,-2147483648,1,-2147483648,-2147483648
77,3,1,48,2,73781,-2147483648,1,-2147483648,-2147483648
5,2,5,68,1,73782,-2147483648,1,-2147483648,-2147483648
15,4,5,26,1,73783,-2147483648,1,-2147483648,-2147483648
6,3,-2147483648,7,2,73784,-2147483648,1,-2147483648,0
15,3,1,46,1,73785,4,1,-2147483648,-2147483648
5,4,-2147483648,18,2,73786,-2147483648,1,-2147483648,10
9,3,1,71,1,73787,-2147483648,1,-2147483648,-2147483648
2,4,-2147483648,9,2,73788,-2147483648,1,-2147483648,3
15,4,-2147483648,2,2,73789,-2147483648,1,-2147483648,-2147483648
7,1,5,59,1,73790,-2147483648,1,-2147483648,-2147483648
5,7,-2147483648,8,1,73791,-2147483648,1,-2147483648,3
15,2,1,68,2,73792,-2147483648,1,-2147483648,-2147483648
14,7,-2147483648,10,1,73793,-2147483648,1,-2147483648,3
3,7,-2147483648,6,2,73794,-2147483648,1,-2147483648,0
15,2,1,59,1,73795,-2147483648,1,-2147483648,-2147483648
7,6,-2147483648,5,2,73796,-2147483648,1,-2147483648,-2147483648
4,3,1,57,2,73797,-2147483648,1,-2147483648,-2147483648
5,7,-2147483648,11,1,73798,1,2,-2147483648,4
13,5,-2147483648,10,2,73799,-2147483648,1,-2147483648,5
4,1,2,54,2,73800,-2147483648,1,-2147483648,-2147483648
15,4,1,46,2,73801,-2147483648,1,-2147483648,-2147483648
1,2,-2147483648,18,2,73802,-2147483648,1,-2147483648,13
7,5,-2147483648,14,1,73803,-2147483648,1,-2147483648,9
5,5,1,55,1,73804,4,2,-2147483648,-2147483648
2,2,5,30,2,73805,-2147483648,1,-2147483648,-2147483648
14,2,1,63,1,73806,-2147483648,1,-2147483648,-2147483648
15,2,1,50,2,73807,-2147483648,1,-2147483648,-2147483648
7,2,5,53,2,73808,-2147483648,1,-2147483648,-2147483648
6,3,4,52,2,73809,-2147483648,1,-2147483648,-2147483648
14,7,1,48,1,73810,-2147483648,1,-2147483648,-2147483648
5,2,1,64,1,73811,-2147483648,1,-2147483648,-2147483648
3,3,-2147483648,5,1,73812,-2147483648,1,-2147483648,-2147483648
14,7,1,34,2,73813,-2147483648,1,-2147483648,-2147483648
1,6,-2147483648,0,1,73814,-2147483648,1,4,-2147483648
8,2,1,72,2,73815,-2147483648,1,-2147483648,-2147483648
6,3,1,64,1,73816,3,1,-2147483648,-2147483648
5,7,-2147483648,0,1,73817,-2147483648,1,6,-2147483648
15,4,-2147483648,5,1,73818,-2147483648,1,-2147483648,-2147483648
15,3,-2147483648,4,1,73819,-2147483648,1,-2147483648,-2147483648
9,3,1,56,1,73820,-2147483648,1,-2147483648,-2147483648
15,2,1,56,2,73821,-2147483648,1,-2147483648,-2147483648
1,4,-2147483648,13,2,73822,-2147483648,1,-2147483648,8
6,2,1,35,1,73823,1,2,-2147483648,-2147483648
3,5,-2147483648,11,1,73824,-2147483648,1,-2147483648,4
15,2,1,64,2,73825,7,1,-2147483648,-2147483648
4,6,-2147483648,14,2,73826,-2147483648,1,-2147483648,9
15,3,-2147483648,11,2,73827,-2147483648,1,-2147483648,5
9,4,-2147483648,4,2,73828,-2147483648,1,-2147483648,-2147483648
15,3,-2147483648,7,2,73829,-2147483648,1,-2147483648,2
15,3,1,64,1,73830,6,1,-2147483648,-2147483648
6,4,3,48,2,73831,-2147483648,1,-2147483648,-2147483648
10,2,1,77,1,73832,-2147483648,1,-2147483648,-2147483648
15,3,1,34,2,73833,4,2,-2147483648,-2147483648
-2147483648,,1,5,64,1,73834,7,1,-2147483648,-2147483648
15,4,-2147483648,13,1,73835,-2147483648,1,-2147483648,7
8,7,-2147483648,9,2,73836,-2147483648,1,-2147483648,2
9,3,1,29,1,73837,-2147483648,1,-2147483648,-2147483648
8,2,-2147483648,2,2,73838,-2147483648,1,-2147483648,-2147483648
9,4,1,68,1,73839,-2147483648,1,-2147483648,-2147483648
5,1,3,77,2,73840,-2147483648,1,-2147483648,-2147483648
5,7,-2147483648,13,1,73841,-2147483648,1,-2147483648,7
3,1,1,53,1,73842,4,2,-2147483648,-2147483648
7,6,1,42,1,73843,6,1,-2147483648,-2147483648
7,3,-2147483648,12,2,73844,-2147483648,1,-2147483648,5
4,1,2,70,2,73845,-2147483648,1,-2147483648,-2147483648
7,5,5,24,2,73846,-2147483648,1,-2147483648,-2147483648
7,6,6,34,1,73847,-2147483648,1,-2147483648,-2147483648
3,1,2,65,2,73848,-2147483648,1,-2147483648,-2147483648
15,5,-2147483648,16,2,73849,-2147483648,1,-2147483648,9
5,7,1,30,1,73850,-2147483648,1,-2147483648,-2147483648
15,3,1,48,2,73851,6,1,-2147483648,-2147483648
8,5,1,40,2,73852,6,1,-2147483648,-2147483648
14,5,-2147483648,13,1,73853,-2147483648,1,-2147483648,7
14,6,-2147483648,1,2,73854,-2147483648,1,23,-2147483648
2,3,4,38,2,73855,-2147483648,1,-2147483648,-2147483648
14,6,-2147483648,0,1,73856,-2147483648,1,10,-2147483648
7,6,5,23,1,73857,-2147483648,1,-2147483648,-2147483648
4,2,3,52,1,73858,-2147483648,1,-2147483648,-2147483648
9,2,1,38,1,73859,-2147483648,1,-2147483648,-2147483648
6,1,4,53,1,73860,-2147483648,1,-2147483648,-2147483648
15,2,1,77,1,73861,-2147483648,1,-2147483648,-2147483648
6,3,1,61,2,73862,-2147483648,1,-2147483648,-2147483648
8,1,5,26,1,73863,5,1,-2147483648,-2147483648
5,3,1,62,2,73864,-2147483648,1,-2147483648,-2147483648
6,5,3,48,1,73865,-2147483648,1,-2147483648,-2147483648
15,4,1,47,2,73866,-2147483648,1,-2147483648,-2147483648
15,2,1,80,2,73867,-2147483648,1,-2147483648,-2147483648
5,3,5,32,1,73868,-2147483648,1,-2147483648,-2147483648
3,2,-2147483648,7,1,73869,-2147483648,1,-2147483648,1
15,2,5,38,1,73870,-2147483648,1,-2147483648,-2147483648
9,4,6,28,2,73871,-2147483648,1,-2147483648,-2147483648
77,7,1,63,2,73872,5,1,-2147483648,-2147483648
7,2,2,80,1,73873,-2147483648,1,-2147483648,-2147483648
10,3,-2147483648,2,2,73874,-2147483648,1,-2147483648,-2147483648
8,5,1,43,1,73875,4,2,-2147483648,-2147483648
15,6,-2147483648,0,2,73876,-2147483648,1,5,-2147483648
7,6,-2147483648,0,2,73877,-2147483648,1,6,-2147483648
7,2,5,45,2,73878,-2147483648,1,-2147483648,-2147483648
7,4,3,58,2,73879,-2147483648,1,-2147483648,-2147483648
10,6,3,50,2,73880,-2147483648,1,-2147483648,-2147483648
7,3,3,38,1,73881,-2147483648,1,-2147483648,-2147483648
3,2,5,25,2,73882,-2147483648,1,-2147483648,-2147483648
2,6,1,67,1,73883,5,1,-2147483648,-2147483648
14,4,1,43,1,73884,-2147483648,1,-2147483648,-2147483648
7,7,-2147483648,6,1,73885,-2147483648,1,-2147483648,0
15,2,77,64,2,73886,-2147483648,-2147483648,-2147483648,-2147483648
7,3,-2147483648,16,1,73887,-2147483648,1,-2147483648,9
15,4,1,56,1,73888,-2147483648,1,-2147483648,-2147483648
4,3,-2147483648,15,1,73889,-2147483648,1,-2147483648,8
2,4,-2147483648,16,1,73890,-2147483648,1,-2147483648,9
9,4,-2147483648,12,1,73891,-2147483648,1,-2147483648,6
15,5,-2147483648,15,1,73892,4,1,-2147483648,8
99,2,-2147483648,17,1,73893,-2147483648,1,-2147483648,10
6,6,-2147483648,6,1,73894,-2147483648,1,-2147483648,0
6,5,-2147483648,5,1,73895,-2147483648,1,-2147483648,-2147483648
12,6,-2147483648,19,2,73896,-2147483648,1,-2147483648,13
3,3,-2147483648,11,2,73897,-2147483648,1,-2147483648,5
12,4,-2147483648,9,1,73898,-2147483648,1,-2147483648,3
15,4,1,57,1,73899,-2147483648,1,-2147483648,-2147483648
15,2,1,66,1,73900,-2147483648,1,-2147483648,-2147483648
15,1,5,54,1,73901,-2147483648,1,-2147483648,-2147483648
15,2,1,28,2,73902,6,1,-2147483648,-2147483648
5,5,-2147483648,4,2,73903,-2147483648,1,-2147483648,-2147483648
4,5,-2147483648,17,1,73904,-2147483648,1,-2147483648,11
5,6,-2147483648,12,1,73905,-2147483648,1,-2147483648,6
3,5,4,34,2,73906,4,2,-2147483648,-2147483648
3,3,-2147483648,8,2,73907,-2147483648,1,-2147483648,2
8,2,1,67,1,73908,-2147483648,1,-2147483648,-2147483648
9,3,-2147483648,0,1,73909,-2147483648,1,7,-2147483648
15,2,1,51,1,73910,-2147483648,1,-2147483648,-2147483648
6,5,-2147483648,3,1,73911,-2147483648,1,-2147483648,-2147483648
4,3,-2147483648,0,1,73912,-2147483648,1,2,-2147483648
12,5,5,26,1,73913,-2147483648,1,-2147483648,-2147483648
12,1,5,52,2,73914,-2147483648,1,-2147483648,-2147483648
5,5,-2147483648,14,2,73915,-2147483648,1,-2147483648,8
4,2,5,27,1,73916,-2147483648,1,-2147483648,-2147483648
6,4,-2147483648,8,1,73917,-2147483648,1,-2147483648,2
6,3,5,32,1,73918,-2147483648,1,-2147483648,-2147483648
1,2,1,61,1,73919,-2147483648,1,-2147483648,-2147483648
7,4,-2147483648,18,1,73920,-2147483648,1,-2147483648,13
3,1,5,80,2,73921,-2147483648,1,-2147483648,-2147483648
5,2,1,75,2,73922,-2147483648,1,-2147483648,-2147483648
10,6,-2147483648,4,1,73923,-2147483648,1,-2147483648,-2147483648
77,4,1,39,2,73924,-2147483648,1,-2147483648,-2147483648
3,2,1,60,1,73925,9,1,-2147483648,-2147483648
10,3,1,64,1,73926,7,1,-2147483648,-2147483648
7,5,-2147483648,3,2,73927,-2147483648,1,-2147483648,-2147483648
12,3,5,23,1,73928,-2147483648,1,-2147483648,-2147483648
5,2,-2147483648,3,2,73929,-2147483648,1,-2147483648,-2147483648
15,2,1,70,2,73930,-2147483648,1,-2147483648,-2147483648
5,7,1,37,2,73931,5,2,-2147483648,-2147483648
3,3,1,30,1,73932,-2147483648,1,-2147483648,-2147483648
4,6,-2147483648,10,2,73933,-2147483648,1,-2147483648,4
8,6,5,31,1,73934,-2147483648,1,-2147483648,-2147483648
77,2,1,63,1,73935,-2147483648,1,-2147483648,-2147483648
15,4,-2147483648,3,2,73936,-2147483648,1,-2147483648,-2147483648
5,5,1,41,2,73937,4,2,-2147483648,-2147483648
15,2,1,53,2,73938,-2147483648,1,-2147483648,-2147483648
1,6,-2147483648,6,2,73939,-2147483648,1,-2147483648,1
77,6,-2147483648,7,1,73940,-2147483648,1,-2147483648,1
8,3,6,28,1,73941,3,1,-2147483648,-2147483648
-2147483648,,6,-2147483648,5,1,73942,-2147483648,1,-2147483648,-2147483648
9,5,-2147483648,19,1,73943,-2147483648,1,-2147483648,13
12,7,-2147483648,0,1,73944,-2147483648,1,9,-2147483648
5,1,3,66,1,73945,-2147483648,1,-2147483648,-2147483648
5,4,-2147483648,2,1,73946,-2147483648,1,-2147483648,-2147483648
5,5,-2147483648,1,1,73947,-2147483648,1,22,-2147483648
6,3,-2147483648,4,2,73948,-2147483648,1,-2147483648,-2147483648
5,5,3,48,1,73949,-2147483648,1,-2147483648,-2147483648
6,5,-2147483648,3,1,73950,-2147483648,1,-2147483648,-2147483648
9,3,-2147483648,14,1,73951,-2147483648,1,-2147483648,8
1,1,5,42,1,73952,-2147483648,1,-2147483648,-2147483648
12,5,-2147483648,13,2,73953,-2147483648,1,-2147483648,7
15,4,1,45,2,73954,-2147483648,1,-2147483648,-2147483648
15,3,1,31,2,73955,-2147483648,1,-2147483648,-2147483648
9,5,-2147483648,4,1,73956,-2147483648,1,-2147483648,-2147483648
15,7,1,26,2,73957,4,2,-2147483648,-2147483648
9,3,-2147483648,16,2,73958,-2147483648,1,-2147483648,11
9,7,-2147483648,5,1,73959,-2147483648,1,-2147483648,-2147483648
15,3,-2147483648,11,2,73960,-2147483648,1,-2147483648,5
6,5,-2147483648,7,1,73961,2,2,-2147483648,0
9,7,1,49,1,73962,-2147483648,1,-2147483648,-2147483648
14,4,-2147483648,16,1,73963,4,1,-2147483648,10
9,1,5,45,1,73964,-2147483648,1,-2147483648,-2147483648
6,5,-2147483648,0,1,73965,-2147483648,1,1,-2147483648
5,6,-2147483648,7,1,73966,-2147483648,1,-2147483648,0
15,4,-2147483648,9,1,73967,-2147483648,1,-2147483648,3
15,4,-2147483648,15,1,73968,-2147483648,1,-2147483648,9
7,5,-2147483648,0,1,73969,-2147483648,1,9,-2147483648
4,5,-2147483648,10,1,73970,-2147483648,1,-2147483648,3
14,6,-2147483648,15,2,73971,-2147483648,1,-2147483648,10
6,3,-2147483648,2,2,73972,-2147483648,1,-2147483648,-2147483648
8,1,2,75,2,73973,8,1,-2147483648,-2147483648
14,5,1,34,1,73974,-2147483648,1,-2147483648,-2147483648
4,2,2,64,2,73975,-2147483648,1,-2147483648,-2147483648
14,7,-2147483648,11,2,73976,-2147483648,1,-2147483648,4
15,3,5,30,1,73977,-2147483648,1,-2147483648,-2147483648
15,4,-2147483648,10,2,73978,-2147483648,1,-2147483648,4
15,2,1,61,2,73979,-2147483648,1,-2147483648,-2147483648
12,7,6,43,1,73980,77,2,-2147483648,-2147483648
7,5,5,36,2,73981,7,1,-2147483648,-2147483648
